name,mean_abs_dB0,max_abs_dB0,mean_rel_dB0,dB0_r2,dB0_pears,dB0_std,mean_abs_B1,max_abs_B1,mean_rel_B1,B1_r2,B1_pears,B1_std,mean_abs_T1,max_abs_T1,mean_rel_T1,T1_r2,T1_pears,T1_std,mean_abs_T2,max_abs_T2,mean_rel_T2,T2_r2,T2_pears,T2_std,loss mean,loss std
2x256_ens_sweep12_20_30epochs,0.0040683625265955925,1.7620036602020264,22.603567123413086,0.9984769973988094,0.9992382704943348,0.01822253130376339,0.00863779429346323,3.2317261695861816,0.3104047477245331,0.9998216574841035,0.9999109054495954,0.021428349427878857,30.608409881591797,2940.761474609375,1.7135963439941406,0.9975792070761507,0.9987995489200656,62.76968866586685,975.65869140625,4673.19580078125,242.79856872558594,0.11660622209394189,0.34379308390296853,725.125789642334,-14.325132369995117,nan
2x256_ens_sweep12_21_30epochs,0.004109348636120558,1.860095500946045,27.684099197387695,0.9978714809568371,0.9989352252380881,0.02168702334165573,0.008743703365325928,4.3891191482543945,0.31036049127578735,0.999793903659297,0.9998974090807332,0.023246537894010544,30.3547420501709,2935.09423828125,1.694217562675476,0.9975231546664814,0.9987643405239883,63.784174621105194,973.2061767578125,4815.32080078125,244.12326049804688,0.12408260647020142,0.352997725418024,719.7782397270203,-14.350674629211426,nan
2x256_ens_sweep12_22_30epochs,0.004246626049280167,1.7861566543579102,31.990751266479492,0.9976320416645569,0.998816511807229,0.022890763357281685,0.008653039112687111,3.6016669273376465,0.31162142753601074,0.999810373295004,0.9999052199313694,0.022196498466655612,30.691415786743164,2852.485107421875,1.7102631330490112,0.9975902896099804,0.9987949002522666,62.550924718379974,992.3187866210938,4599.421875,261.4963684082031,0.11771002420612398,0.34348970602243417,700.838029384613,-14.320352554321289,nan
2x256_ens_sweep12_23_30epochs,0.004050550051033497,1.7811541557312012,28.991788864135742,0.9984079475827053,0.999203701448167,0.018655043095350266,0.00881755817681551,2.206228733062744,0.3162699341773987,0.9998305348769996,0.9999154768754915,0.0207235588459298,30.922222137451172,3180.064208984375,1.7127735614776611,0.9975186166022807,0.9987614052297081,63.58293443918228,971.7510375976562,4612.7880859375,241.6363525390625,0.12828896771561393,0.35849589045358327,716.8505191802979,-14.37618637084961,nan
2x256_ens_sweep12_24_30epochs,0.004097949713468552,1.8159502744674683,30.145660400390625,0.998192444006441,0.9990960753722921,0.019923672080039978,0.008722866885364056,4.186893463134766,0.3113439977169037,0.9997957777691324,0.9998980038743207,0.023133443319238722,30.53641700744629,3019.04638671875,1.710943341255188,0.9975179532606835,0.9987672132629986,63.77959996461868,987.4190063476562,4770.3330078125,256.0157165527344,0.12044578490610092,0.34756424180264217,704.4842839241028,-14.361726760864258,nan
2x256_ens_sweep12_25_30epochs,0.004244228359311819,1.9685566425323486,27.277406692504883,0.9979511056860204,0.9989755019616505,0.021236155182123184,0.008667451329529285,3.438150405883789,0.31126314401626587,0.9998292355863637,0.9999146969186102,0.020880118827335536,30.422809600830078,2964.769775390625,1.7133607864379883,0.997593908240523,0.9988091190561266,62.623828649520874,975.8159790039062,4750.3955078125,247.7241973876953,0.1295801964275045,0.3601387615457213,709.7872495651245,-14.332128524780273,nan
2x256_ens_sweep12_26_30epochs,0.004006123635917902,1.7808094024658203,38.46596145629883,0.9987400008271674,0.9993698655582949,0.01650340110063553,0.008636599406599998,3.464332103729248,0.3109947443008423,0.9998379747022642,0.9999191260808535,0.020257263095118105,31.042654037475586,3068.38037109375,1.7207752466201782,0.9975587859459979,0.9987791702735062,62.88404017686844,992.6484985351562,4767.876953125,259.9311218261719,0.11541627604816018,0.3405549277028396,703.1049132347107,-14.334035873413086,nan
2x256_ens_sweep12_27_30epochs,0.0042339954525232315,1.784409523010254,31.23166275024414,0.9975316692656414,0.9987653739416413,0.023389510810375214,0.008713939227163792,2.980839490890503,0.31124022603034973,0.9998388531951724,0.9999195631894887,0.02015900448895991,30.23551368713379,2834.5537109375,1.693669319152832,0.9975812253481305,0.9987903072322319,62.91785091161728,972.2888793945312,4807.43505859375,240.08831787109375,0.12239504704048332,0.35127226711217596,722.9718565940857,-14.366887092590332,nan
2x256_ens_sweep12_28_30epochs,0.004079574253410101,1.9156602621078491,26.81342887878418,0.9981889903910875,0.9990943655040034,0.019947268068790436,0.009011316113173962,3.3455522060394287,0.3185518682003021,0.9998084822878825,0.9999051330075948,0.02218142501078546,30.35000991821289,3021.224609375,1.702812910079956,0.9976381941269776,0.9988205218410389,61.94312497973442,982.5366821289062,4757.33203125,246.5809326171875,0.11057540476739947,0.33417658846081594,722.7910757064819,-14.259581565856934,nan
2x256_ens_sweep12_29_30epochs,0.004093496594578028,1.7943720817565918,32.1489372253418,0.9981352356240473,0.9990672329792666,0.020250532776117325,0.008874543011188507,3.765082836151123,0.31936609745025635,0.9997971055974147,0.9998986601305194,0.02298940729815513,30.531740188598633,3893.549072265625,1.6970734596252441,0.997568712061998,0.9987837626639364,62.97510862350464,972.822021484375,4687.14404296875,242.47198486328125,0.11809119684383185,0.3487854774486369,727.2211313247681,-14.346424102783203,nan
2x256_ens_sweep12_30_30epochs,0.004059567116200924,1.7096474170684814,27.344947814941406,0.998259081254248,0.9991292448326055,0.019545145332813263,0.00900947954505682,3.6809442043304443,0.3202582895755768,0.9998071012167393,0.9999042452939071,0.022275150404311717,30.426483154296875,4604.421875,1.7077969312667847,0.9975645553396475,0.9987815984064718,63.0924329161644,984.9315795898438,4650.41162109375,259.1009521484375,0.12306006862424612,0.35133944437398756,704.862654209137,-14.30702018737793,nan
MCdropout_sweep12_30runs_30epochs,0.007258016150444746,1.8586527109146118,34.8652229309082,0.9978260252184638,0.9989522513950843,0.021093588322401047,0.02202712930738926,3.610853672027588,0.8863039016723633,0.9993991019026941,0.999757039402343,0.03623968223109841,41.08906936645508,2746.616943359375,3.053628921508789,0.996744701322527,0.9984718535380034,69.78383660316467,1018.1238403320312,4675.0517578125,289.2621765136719,0.08778947323364195,0.30569078872842953,699.5319128036499,-12.371713638305664,0.004064022097736597
MCdropout_sweep12_120runs_30epochs,0.0065011694096028805,1.802889347076416,24.763566970825195,0.9981824478389439,0.9991334893535748,0.01933309994637966,0.020249472931027412,3.1969926357269287,0.8166115880012512,0.9995801531337323,0.999848471382702,0.029095964273437858,38.132381439208984,2719.3193359375,2.748105764389038,0.9970312847876242,0.9986223878557887,67.28052347898483,1017.8963012695312,4648.40673828125,289.2864074707031,0.08874990547123418,0.3080795003374986,698.7141966819763,-12.37650203704834,0.004041636362671852
